id name
CA2384                                                                          Frosted Faces Foundation                                                       
CA2342                                                                          Two Girls Animal Rescue                                                        
CA2343                                                                          Furever Home Kitty Rescue                                                      
CA1458                                                                          Animal Rescuers Without Borders,Inc.                                           
CA218                                                                           San Diego House Rabbit Society                                                 
CA544                                                                           Cat AdopTion Service                                                           
CA1141                                                                          Aruba Island Puppies                                                           
CA803                                                                           San Diego Humane Society                                                       
CA978                                                                           San Diego County Department of Animal Services                                 
CA2298                                                                          Rover's Retreat Dog Rescue                                                     
CA118                                                                           Help For The Homeless Pets                                                     
CA1982                                                                          Legend Animal Rescue                                                           
CA2275                                                                          Hearts and Hands Animal Rescue                                                 
CA2219                                                                          The Rescued Dog                                                                
CA1023                                                                          Pit Bull Rescue San Diego                                                      
CA1530                                                                          Labradors and Friends Dog Rescue Group                                         
CA2009                                                                          The Animal Pad                                                                 
CA631                                                                           The Cat People                                                                 
CA2154                                                                          The Love Shack Kennel Foster Home                                              
CA1780                                                                          Baja Dog Rescue                                                                
CA1250                                                                          Guardian Angels Animal Rescue                                                  
CA643                                                                           The Peaceful Kingdom Alliance 4 Animals                                        
CA1548                                                                          H.A.L.T. (Helping Animals Live Tomorrow)                                       
CA1409                                                                          Even Chance St. Louis                                                          
CA1165                                                                          Yucca Valley Animal Shelter                                                    
CA1694                                                                          Parrot Education & Adoption Center                                             
CA425                                                                           Rescue House                                                                   
CA886                                                                           It's The Pits                                                                  
CA1820                                                                          Cute Odyssey Inc.                                                              
CA1874                                                                          California Labradors Retrievers and More                                       
CA1954                                                                          Lucky Pup Dog Rescue                                                           
CA2107                                                                          Coastal K9 German Shepherd Rescue                                              
CA1381                                                                          Animal Samaritans SPCA                                                         
CA1534                                                                          Coachella Valley City/County Animal Shelter                                    
CA1115                                                                          Southern California German Shepherd Rescue                                     
CA1319                                                                          2nd Chance Dachshund Rescue                                                    
CA1688                                                                          Animal Advocates of the U.S.                                                   
CA2042                                                                          Loving All Animals, Inc.                                                       
CA2115                                                                          ForeverMeow                                                                    
CA1080                                                                          Baja Animal Sanctuary                                                          
CA1482                                                                          Second Chance Dog Rescue                                                       
CA117                                                                           Friends of Cats                                                                
CA2310                                                                          SENA Animal Rescue                                                             
CA2327                                                                          Small Tails Best Friend Rescue                                                 
CA1403                                                                          Pacific Animal Welfare Society  (PAWS of Coronado)                             
CA2033                                                                          Coronado CARES                                                                 
CA692                                                                           Lucky Kitty Rescue                                                             
CA794                                                                           Labrador Rescuers                                                              
CA1975                                                                          Australian Shepherd Rescue San Diego and Friends                               
CA1377                                                                          Pet Matchmaker Rescue                                                          
CA2022                                                                          A SafeFurr Place Animal Rescue                                                 
CA141                                                                           El Cajon Animal Control                                                        
CA2072                                                                          Lionel's Legacy                                                                
CA185                                                                           Westie Rescue of CA & 7 Western States                                         
CA1918                                                                          East  County Animal Rescue                                                     
CA984                                                                           Morongo Basin Humane Society                                                   
CA1207                                                                          Adopt a Friend Forever Rescue                                                  
CA552                                                                           Shelter Pet Partners                                                           
CA945                                                                           Four Paws Coonhound Rescue and Friends Inc.                                    
CA09                                                                            Foundation for the Care of Indigent Animals                                    
CA242                                                                           National Cat Protection Society                                                
CA979                                                                           San Diego County Department of Animal Services (South Shelter)                 
CA1934                                                                          Helping Hands                                                                  
CA608                                                                           The Pet Rescue Center Inc.                                                     
CA1013                                                                          Kitty Rescue of San Diego Inc.                                                 
CA1677                                                                          Open Arms Rescue                                                               
CA971                                                                           Wee Companions Small Animal Adoption Inc                                       
CA816                                                                           Chula Vista Animal Care Facility                                               
CA2213                                                                          Old Yeller Ranch Rescue                                                        
CA647                                                                           Ridgecrest Animal Care & Control                                               
CA2267                                                                          Almost Eden Rescue                                                             
CA2020                                                                          Passion for Pitties                                                            
CA620                                                                           Shafter City Animal Control                                                    
CA953                                                                           Santa Ynez Valley Humane Society                                               
CA1636                                                                          Friends of Humane Society de Tijuana                                           
CA2398                                                                          South Bay Dog Rescue                                                           
CA2120                                                                          El Gato Villa Rescue                                                           
CA1870                                                                          Borrego Animal Rescue                                                          
CA1181                                                                          Wasco Animal Shelter                                                           
CA547                                                                           Palms n Paws Animal Shelter                                                    
CA1544                                                                          Shadow's Fund                                                                  
CA66                                                                            LaPAWS Santa Barbara County                                                    
CA65                                                                            Santa Barbara County Animal Services                                           
CA835                                                                           Central Coast SPCA                                                             
CA701                                                                           Santa Maria Valley Humane Society                                              
CA1348                                                                          SloBuns.org                                                                    
CA2028                                                                          Turtle & Tortoise Rescue of Arroyo Grande                                      
CA1917                                                                          Central Coast Pug Rescue                                                       
CA1655                                                                          CENTRAL VALLEY RESCUE RAILROAD                                                 
CA1475                                                                          Befriended Felines San Luis Obispo County                                      
CA916                                                                           Feline Network of the Central Coast                                            
CA991                                                                           Woods Humane Society                                                           
CA569                                                                           Toy Fox Terrier Rescue, Inc.                                                   
CA2099                                                                          Tulare Animal Services                                                         
CA1466                                                                          Foxy Doxy Dachshund Rescue                                                     
CA1771                                                                          North County Humane Society - Action For Animals' Rights                       
CA414                                                                           Valley Oak SPCA                                                                
CA929                                                                           Love of Animals Inc.                                                           
CA492                                                                           Tulare County Animal Services                                                  
CA2288                                                                          Purr-fect Pals, Inc                                                            
CA723                                                                           Siberians Needing Owners *SNO*                                                 
CA104                                                                           Second Chance at Love Humane Society                                           
CA797                                                                           Short N Sweet Dog Rescue                                                       
CA2021                                                                          Avenal Animal Shelter                                                          
CA2307                                                                          Central Coast Herding Dog Rescue                                               
CA944                                                                           Kings County Animal Services                                                   
CA889                                                                           Kings S.P.C.A.                                                                 
CA1005                                                                          Stonecliffe Animal Rescue                                                      
CA2291                                                                          Valley Animal Haven                                                            
CA1273                                                                          Laton Animal Rescue and Care                                                   
CA1727                                                                          Pawsitive Connections                                                          
CA1585                                                                          Homeless Animal Rescue Team                                                    
CA1533                                                                          Blythe Animal Shelter                                                          
CA457                                                                           The Cat House on the Kings                                                     
CA1071                                                                          Pinky Paws ResQ                                                                
NV157                                                                           Furgotten Friends Dog Rescue                                                   
CA1640                                                                          Animal Compassion Team of California                                           
CA2390                                                                          Fresno Humane Animal Services                                                  
CA884                                                                           wine country dog rescue                                                        
CA1425                                                                          Fresno Bully Rescue                                                            
CA1111                                                                          For the Sake Of Dogs                                                           
CA1898                                                                          Humanity For Healthy Animals Foundation                                        
CA2195                                                                          Mending Fences                                                                 
CA156                                                                           Animal Rescue of Fresno                                                        
CA229                                                                           Valley Animal Center                                                           
CA325                                                                           Well and Good/Heart Bandits - Central and Northern CA                          
CA541                                                                           Miss Winkles Pet Adoption Center, Clovis                                       
CA2026                                                                          Animal Health and Safety Associates                                            
CA1617                                                                          All Ears Dog Training                                                          
CA2050                                                                          Elder Paws Senior Dog Rescue                                                   
CA2283                                                                          Feral Paws Rescue Group                                                        
CA1298                                                                          K9 Best Friends Forever - K9BFF Inc.                                           
CA1778                                                                          Bandit's Buddies Rescue                                                        
NV22                                                                            Heaven Can Wait Animal Society                                                 
AZ494                                                                           S.A.I.N.T. (Saving Animals In Need Together)                                   
NV84                                                                            Las Vegas Labrador Rescue                                                      
NV51                                                                            Las Vegas Doberman Pinscher and Dachshund Rescue                               
NV165                                                                           Las Vegas House Rabbit Society                                                 
NV140                                                                           Doberman Rescue of Nevada                                                      
NV133                                                                           VegasPigPets                                                                   
NV143                                                                           All Fur Love Animal Society                                                    
NV54                                                                            Las Vegas Valley Humane Society                                                
NV163                                                                           Animal Network                                                                 
NV181                                                                           Doggie Rescue LV/Animal Help Alliance                                          
NV59                                                                            Happy Home Animal Sanctuary                                                    
NV162                                                                           Southern Nevada Beagle Rescue Foundation                                       
NV155                                                                           A Home 4 Spot                                                                  
NV187                                                                           Hearts Alive Village Las Vegas                                                 
AZ216                                                                           La Paz County Animal Shelter                                                   
NV173                                                                           Vegas Shepherd Rescue                                                          
AZ7                                                                             Western Arizona Humane Society                                                 
NV168                                                                           Second Chance Animal Rescue Las Vegas                                          
AZ110                                                                           Humane Society of Yuma                                                         
NV182                                                                           KiSS 4 Homeless Animals                                                        
CA628                                                                           Madera County Animal Control                                                   
NV145                                                                           Those Left Behind Foundation                                                   
CA1887                                                                          Nuts'n Bolts Animal Advocates                                                  
NV61                                                                            Southern Nevada Boston Terrier Rescue                                          
NV73                                                                            Wa-Hya's Special Breed Rescue                                                  
NV129                                                                           Foreclosed Upon Pets, Inc. (FUPI)                                              
NV15                                                                            Adopt A Rescue Pet                                                             
NV121                                                                           LV Hot-Diggity Dachshund Club and Rescue                                       
NV154                                                                           Basenji Club of Southern Nevada                                                
NV158                                                                           Cocker Spaniel Recovery Foundation                                             
NV186                                                                           The Churchill Foundation                                                       
NV185                                                                           Paulie's Ultimate Rescue and Rehabilitaiton                                    
CA1185                                                                          The Bunny Castle Rabbit Rescue                                                 
NV26                                                                            The Animal Foundation                                                          
NV87                                                                            Southern Nevada Schnauzer Rescue                                               
NV172                                                                           All the Same Wild and Tame                                                     
NV176                                                                           Las Vegas Boxer Club & Rescue                                                  
NV139                                                                           L.E.A.N.                                                                       
NV32                                                                            Sin City Saint Rescue                                                          
NV141                                                                           CARES Coalition                                                                
NV150                                                                           On My Way Home Rescue                                                          
NV25                                                                            So Nevada Aussie Rescue                                                        
NV177                                                                           The Samadhi Legacy Foundation- a 501 (c) (3)                                   
NV179                                                                           Las Vegas Boxer Rescue                                                         
NV184                                                                           Wagging Tails Rescue                                                           
CA1382                                                                          Kellen Rescue                                                                  
AZ365                                                                           Western Arizona Humane Society / Kingman                                       
AZ91                                                                            Help Animals Lives Today                                                       
AZ159                                                                           Mutt Matchers and Friends                                                      
AZ255                                                                           For the Luv of Paws II Inc.                                                    
CA712                                                                           Japanese Chin Care and Rescue Effort (JCCARE)                                  
CA2200                                                                          Kate's Rescue for Animals                                                      
CA265                                                                           Merced S.P.C.A.                                                                
CA718                                                                           Merced County Animal Control                                                   
CA509                                                                           Cloud Nine Animal Rescue                                                       
CA1537                                                                          The Catnip Society                                                             
CA637                                                                           SPCA of Mariposa County                                                        
CA288                                                                           Rhodesian Ridgeback Rescue of Northern California                              
CA290                                                                           Pet Friends                                                                    
CA1549                                                                          ACGSR, Inc                                                                     
CA840                                                                           Last Hope Cat Kingdom                                                          
CA1698                                                                          Tail Waggin All Breed Rescue                                                   
CA1164                                                                          The SPCA for Monterey County                                                   
CA1623                                                                          Peace of Mind Dog Rescue                                                       
CA1742                                                                          City of Newman                                                                 
CA918                                                                           Dogworks www.dogworks.org                                                      
CA1225                                                                          Friends of Turlock Animals                                                     
CA1309                                                                          Save A Spot Dalmatian Rescue                                                   
CA2387                                                                          The Lemonade Project                                                           
CA1344                                                                          Santa Clara County Animal Care & Control                                       
NV183                                                                           Nye County Animal Shelter - Tonopah                                            
CA138                                                                           Town Cats                                                                      
CA593                                                                           FOSMAS                                                                         
CA2025                                                                          City Lights Foundation                                                         
CA1509                                                                          Westside Animals for Adoption                                                  
CA2257                                                                          Hound Sanctuary                                                                
CA1897                                                                          Trinkets Memorial Rabbit Sanctuary                                             
CA32                                                                            SPCA of Stanislaus                                                             
CA1937                                                                          Wags and Whiskers Rescue Adoption Center                                       
CA625                                                                           Santa Cruz County Animal Shelter                                               
CA1970                                                                          Cali_FID Parrot & Exotics Rescue Sanctuary                                     
CA1110                                                                          Stanislaus Animal Services Agency                                              
CA1135                                                                          The Rabbit Haven                                                               
CA1618                                                                          Animal Shelter Relief Rescue                                                   
CA755                                                                           CAPE - Center for Animal Protection and Education                              
CA992                                                                           Santa Cruz SPCA                                                                
CA2236                                                                          Four Paws to Love                                                              
CA1598                                                                          Pupz N Palz Rescue                                                             
CA1635                                                                          Humane Society of Stanislaus County                                            
CA1313                                                                          Greater California German Shepherd Rescue Inc                                  
CA71                                                                            Humane Society of Tuolumne County                                              
CA1609                                                                          Oakdale Equine Rescue                                                          
CA731                                                                           City of Oakdale Animal Shelter                                                 
CA2279                                                                          ASTRO Foundation                                                               
CA2334                                                                          Mono County Animal Control                                                     
CA1251                                                                          Sonora Cat Rescue                                                              
CA249                                                                           Friends of the Animal Community                                                
CA1584                                                                          STAR - Support Team Animal Rescue                                              
CA1685                                                                          Lucky Paws Rescue                                                              
CA2304                                                                          Paddington Station                                                             
CA2341                                                                          Paws for Genesis                                                               
CA1123                                                                          ESCALON ANIMAL SHELTER                                                         
CA1370                                                                          Our Pack, Inc.                                                                 
CA1791                                                                          Southern California Dachshund Relief, Inc. - North                             
CA1597                                                                          California Miniature Schnauzer Rescue                                          
NV99                                                                            City of Mesquite Animal Shelter                                                
NV68                                                                            We Care for Animals                                                            
CA1052                                                                          Group Education to Protect and Defend Animals                                  
CA1965                                                                          Center for Animal Lovers - Vafa                                                
AZ299                                                                           Living Water Ranch Rescue                                                      
CA444                                                                           Bay Area Siberian Husky Rescue/Referral                                        
CA946                                                                           Red Rover Rescue                                                               
CA1644                                                                          St. Francis Animal Protection Society                                          
CA586                                                                           CARE Companion Animal Rescue Effort                                            
CA2227                                                                          Cal State Dog Rescue                                                           
CA2228                                                                          Fred's Friends                                                                 
CA426                                                                           TikiHut Akita Rescue Association (TARA)                                        
CA571                                                                           South Bay Purebred Rescue                                                      
CA2251                                                                          Jakes Wish Dog Rescue                                                          
CA2312                                                                          Silicon Valley Pet Project                                                     
CA595                                                                           City of San José Animal Care Center                                           
CA973                                                                           13th St Cats                                                                   
CA1060                                                                          Toy Breed Rescue                                                               
CA2117                                                                          Schwartz Family Animal Welfare Foundation                                      
CA324                                                                           City of Manteca Animal Shelter                                                 
CA1769                                                                          Pets Care                                                                      
CA1173                                                                          Silicon Valley Animal Control Authority                                        
CA939                                                                           Animal Rescue and Care Network Inc.                                            
CA2394                                                                          German Shepherd Rescue of Northern California                                  
CA573                                                                           Safe Haven Animal Sanctuary                                                    
CA2054                                                                          AKarmic Connections Animal Rescue                                              
CA1908                                                                          Canine Hearts Rescue & Sanctuary                                               
CA912                                                                           Humane Society Silicon Valley                                                  
CA464                                                                           People for Pets                                                                
CA487                                                                           East of Eden Canine Rescue                                                     
CA717                                                                           Animal Rescue of Tracy                                                         
CA1911                                                                          Amazing Greys Retired Racers                                                   
CA233                                                                           Lathrop Animal Services                                                        
NV169                                                                           Mineral County Animal Shelter                                                  
CA2340                                                                          Guardian Angels International Rescue                                           
CA958                                                                           Copper's Dream Rescue                                                          
CA2161                                                                          Bodhi Animal Rescue                                                            
AZ439                                                                           Peteys Playground                                                              
CA1036                                                                          Bay Area Cat Rescue                                                            
CA1153                                                                          Fat Cat Rescue                                                                 
CA1929                                                                          gCat Rescue                                                                    
CA1392                                                                          Tailchaser Rescue                                                              
CA1196                                                                          Companion Animal Rescue League                                                 
CA264                                                                           Humanimal Connection Inc.                                                      
CA362                                                                           Calaveras County Animal Services                                               
CA85                                                                            Calaveras Humane Society                                                       
CA2049                                                                          Mountain House Feral Cat Rescue                                                
CA1264                                                                          Russell Rescue (North Carolina)                                                
CA149                                                                           City of Stockton Animal Services                                               
CA1687                                                                          The Perfect Dog                                                                
CA683                                                                           Tri-City Animal Shelter                                                        
CA2044                                                                          X-Mutts                                                                        
CA1437                                                                          Doggie Protective Services                                                     
CA923                                                                           Peninsula CatWorks                                                             
CA1649                                                                          East Bay Rabbit Rescue                                                         
CA2097                                                                          Livermore Country Pet Hospital                                                 
CA222                                                                           Feline Friends Network                                                         
CA2128                                                                          The Kitten Whisperer                                                           
CA1077                                                                          Purrfect Cat Rescue                                                            
CA1044                                                                          Palo Alto Animal Services                                                      
CA1092                                                                          Calys Cats Feline Rescue                                                       
CA1924                                                                          Community Cat Rescue                                                           
CA781                                                                           Pound Puppy Rescue                                                             
CA1027                                                                          Cavy House Guinea PIg Rescue                                                   
CA874                                                                           WKODIT                                                                         
CA2220                                                                          Woof Animal Rescue                                                             
CA1707                                                                          Pleasanton Valley Humane Society                                               
CA1775                                                                          Lucky Dog Rescue Inc                                                           
CA1131                                                                          NorCal German Shorthaired Pointer Rescue                                       
CA1710                                                                          Rescue of Cairn Terrier Club of Northern California                            
CA415                                                                           Tri-Valley Animal Rescue                                                       
CA2248                                                                          Maddie's Fund                                                                  
CA1028                                                                          Nine Lives Foundation                                                          
CA94                                                                            Pets In Need                                                                   
CA1352                                                                          Northern California Bulldog Rescue                                             
CA963                                                                           California Bengal Cat Rescue                                                   
CA2193                                                                          Whis-Purr Rescue, Inc.                                                         
CA2380                                                                          Tiny Chis Rescue                                                               
CA855                                                                           Pups Rescue                                                                    
CA1993                                                                          Woodle's Legacy Dog Rescue                                                     
CA1669                                                                          East County Animal Shelter                                                     
CA559                                                                           East Bay SPCA- Dublin Adoption Center                                          
CA2160                                                                          Dublin Creek Animal Foundation                                                 
CA678                                                                           Hayward Animal Services Bureau                                                 
CA690                                                                           Homeless Cat Network                                                           
CA2269                                                                          Bay Area Alliance for Animals                                                  
AZ114                                                                           United Animal Friends                                                          
AZ256                                                                           Where Wolves Rescue                                                            
CA2318                                                                          All My Tomorrows Pet Rescue                                                    
CA2326                                                                          Poke-A-Dot's Dalmatian's and Friends Rescue                                    
CA86                                                                            Animal Friends Connection Humane Society                                       
CA1413                                                                          Safe Cat Foundation                                                            
AZ89                                                                            Miss Kittys Cat House                                                          
CA1184                                                                          People Assisting Lodi Shelter (PALS)                                           
CA128                                                                           Lodi Animal Shelter                                                            
CA2063                                                                          Pine Acres Small Dog Rescue                                                    
CA1973                                                                          Love & Second Chances                                                          
CA1968                                                                          Throw Me A Bone Dog Rescue                                                     
CA1238                                                                          Dusty Paws Rescue, Inc.                                                        
CA346                                                                           Friends of the Fairmont Animal Shelter                                         
CA2280                                                                          Adopt a Doggie                                                                 
CA1519                                                                          Companions In Waiting                                                          
CA1681                                                                          Katydid Cat Rescue                                                             
CA1149                                                                          Sunshine Rescue Group                                                          
CA1455                                                                          Pets and Pals                                                                  
CA2110                                                                          Horses Healing Hearts                                                          
UT74                                                                            Ivins Animal Shelter & Adoption Center                                         
CA1421                                                                          Yorkshire Terrier National Rescue                                              
CA551                                                                           Paw Printz Pitbull Rescue                                                      
CA2045                                                                          Animal Rescue Recon                                                            
CA2381                                                                          Nobody's Perfekt Dogs                                                          
CA39                                                                            Peninsula Humane Society & SPCA                                                
AZ293                                                                           Circle L Ranch Animal rescue and Sanctuary                                     
AZ480                                                                           Cheri's Cat Rescue                                                             
UT41                                                                            One More Chance CATS/DOGS                                                      
UT157                                                                           H.A.R.T. Homeless Animal Rescue Team                                           
UT48                                                                            Providing Animals With Support (PAWS)                                          
AZ426                                                                           Safe Haven Animal Rescue of AZ                                                 
AZ538                                                                           Arizona K9 Rescue                                                              
AZ539                                                                           Labrador Friends of Arizona                                                    
AZ514                                                                           Animal Rescue Friends, Ltd.                                                    
AZ53                                                                            Arizona Beagle Rescue                                                          
AZ79                                                                            Coalition of All Breed Rescue of Arizona (CABRA)                               
CA657                                                                           BAD RAP                                                                        
CA217                                                                           Antioch Animal Services                                                        
CA1856                                                                          Contra Costa Rabbit Rescue                                                     
AZ410                                                                           Raven Pines Dog Rescue                                                         
AZ64                                                                            Sun Valley Animal Shelter                                                      
CA1067                                                                          Homeless Animals Response Program (H.A.R.P.)                                   
CA338                                                                           Homeless Animals' Lifeline Organization (H.A.L.O.)                             
CA1895                                                                          Delta Animals Safe Haven (DASH)                                                
AZ103                                                                           Sun Cities 4 Paws Rescue, Inc.                                                 
CA1469                                                                          East Bay Animal Rescue & Refuge (EBARR)                                        
CA2185                                                                          Camp Four Paws                                                                 
CA2396                                                                          Tails of Gray                                                                  
CA1129                                                                          Wren Yorkie Rescue                                                             
CA1848                                                                          Cat Town                                                                       
AZ409                                                                           AZ Toy Breed Rescue                                                            
UT08                                                                            Washington City Animal Shelter                                                 
AZ460                                                                           Dewey Dog Rescue                                                               
CA714                                                                           Oakland Animal Services                                                        
CA111                                                                           Island Cat Resources & Adoption                                                
CA301                                                                           Friends of the Alameda Animal Shelter                                          
CA1971                                                                          West Coast Boxer Rescue                                                        
CA1528                                                                          NorCal Poodle Rescue                                                           
CA1717                                                                          Cat Support Network                                                            
CA245                                                                           Northern California Sled Dog Rescue (NorSled)                                  
AZ332                                                                           Chino Valley Animal Shelter                                                    
AZ552                                                                           Pyles Of Smiles, Inc.                                                          
CA575                                                                           Community Concern for Cats                                                     
CA2393                                                                          Namaste Akita Rescue Alliance                                                  
CA271                                                                           Hopalong Animal Rescue                                                         
CA935                                                                           Maine Coon Adoptions (MCA)                                                     
CA1075                                                                          PJ's Small Dog Rescue                                                          
CA1849                                                                          Sweet Dog Rescue                                                               
CA1226                                                                          Camp Cocker Rescue                                                             
CA1364                                                                          North Star Rescue                                                              
AZ461                                                                           Pammy's Second Chance Rescue                                                   
CA1825                                                                          Umbrella of Hope                                                               
CA2061                                                                          K9 Paw Print Rescue                                                            
CA536                                                                           Avian Rescue Corp aka Cockatiel Rescue                                         
CA1671                                                                          Shake Wiggle N' Roll Animal Rescue                                             
CA2285                                                                          Underdog Animal Rescue                                                         
CA2320                                                                          People Animals Love and Support (PALS) East Bay                                
CA1567                                                                          Performance Rescue                                                             
CA2037                                                                          California Pit Bull Rescue                                                     
CA2059                                                                          Paws Crossed Small Dog Rescue                                                  
CA1057                                                                          Heartfelt Hound Rescue                                                         
CA2289                                                                          Feral Change                                                                   
CA2292                                                                          Palomacy Pigeon & Dove Adoptions                                               
CA471                                                                           Contra Costa SPCA                                                              
AZ458                                                                           Furry Smiles Animal Rescue                                                     
CA1037                                                                          Contra Costa Humane Society                                                    
CA931                                                                           Sacramento Canine Placement Assistance                                         
CA2397                                                                          Bay Area Animal Rescue Crew                                                    
CA1725                                                                          Compassionate Pet Sanctuary                                                    
CA2056                                                                          PAW FUND                                                                       
CA303                                                                           Reunion Rescue                                                                 
CA1832                                                                          Animal Aware                                                                   
AZ200                                                                           AARTA - Akita Advocates Relocation Team Arizona                                
AZ76                                                                            MEOWness Cat Adoptions                                                         
AZ561                                                                           A Tail of Two Cats Rescue                                                      
NV46                                                                            Douglas Animal Welfare Group                                                   
CA534                                                                           Rocket Dog Rescue                                                              
CA1021                                                                          Wonder Cat Rescue                                                              
CA474                                                                           Wonder Dog Rescue                                                              
AZ168                                                                           Robin Hood Animal Rescue                                                       
AZ259                                                                           Paws & Claws Pet Fostering                                                     
AZ465                                                                           Desert Hearts Rescue                                                           
AZ241                                                                           Canine Rescue Coalition (AZ Mastiff Rescue)                                    
AZ457                                                                           Saving Paws                                                                    
AZ518                                                                           Pathway Home Animal Society                                                    
AZ01                                                                            Citizens For North Phoenix Strays                                              
AZ181                                                                           Havanese Rescue Inc.                                                           
AZ214                                                                           AZ Saint Bernard Rescue                                                        
AZ291                                                                           VJ Ranch                                                                       
AZ355                                                                           Little Rascals Rescue                                                          
AZ544                                                                           Anthem Pets Inc., an Animal Rescue                                             
AZ545                                                                           Rusty's Angels Sanctuary                                                       
AZ464                                                                           Medical Animals In Need (M.A.I.N.)                                             
CA2372                                                                          Purrchance Rescue                                                              
CA326                                                                           SF Animal Care & Control                                                       
CA226                                                                           Home At Last Animal Rescue                                                     
CA1061                                                                          Give Me Shelter Cat Rescue                                                     
CA1063                                                                          Persian and Himalayan Cat Rescue                                               
CA1287                                                                          Muttville Senior Dog Rescue                                                    
CA792                                                                           Grateful Dogs Rescue                                                           
CA1606                                                                          Golden Gate Labrador Retriever Rescue                                          
CA1457                                                                          Outcast Cat Help                                                               
CA280                                                                           Berkeley Humane                                                                
CA412                                                                           Berkeley Animal Care Services                                                  
CA1602                                                                          Animal Rights and Rescue Association                                           
CA2175                                                                          DogZone Rescue                                                                 
CA2374                                                                          Westie Rescue Northern California                                              
NV119                                                                           SAFE HAVEN KENNEL                                                              
AZ562                                                                           Paws Rescue Alliance                                                           
CA1130                                                                          All Fur Love                                                                   
CA1166                                                                          Greyhound Friends for Life                                                     
AZ345                                                                           AZ Cavalier Rescue                                                             
AZ358                                                                           Help a Dog Smile                                                               
AZ586                                                                           Pathways Home Animal Rescue                                                    
AZ09                                                                            HALO Animal Rescue                                                             
AZ101                                                                           MCACC West Valley Animal Care Center                                           
CA277                                                                           Asians for Humans Animals and Nature                                           
CA1078                                                                          LapCats                                                                        
CA1083                                                                          Sisters Animal Sanctuary                                                       
CA632                                                                           NorCal Sheltie Rescue                                                          
